transaction_time,user_id,transaction_amt,narration,transaction_type,txn_id,month,month2
3/26/2020,6,4230,UPI,CREDIT,FA59846D,3,3
2/25/2020,9,3364,UPI,CREDIT,2B544D2F,2,2
7/31/2020,1,4673,UPI,CREDIT,6B4EEC2A,7,7
1/14/2020,9,8769,UPI,CREDIT,5FD7C873,1,1
4/5/2020,9,539,UPI,CREDIT,838551E5,4,4
3/21/2020,5,2299,UPI,CREDIT,D3FA4232,3,3
2/15/2020,8,9854,UPI,CREDIT,CC5E1751,2,2
3/11/2020,5,5531,UPI,CREDIT,3640B9C6,3,3
3/28/2020,1,7710,UPI,CREDIT,7361E656,3,3
5/13/2020,5,8106,UPI,CREDIT,D8FD9753,5,5
2/4/2020,5,9701,UPI,CREDIT,DA013E2F,2,2
5/9/2020,2,2931,UPI,CREDIT,C33BBD98,5,5
5/9/2020,6,8473,UPI,CREDIT,0647CE53,5,5
7/17/2020,1,5882,UPI,CREDIT,59785CDF,7,7
6/11/2020,5,3118,UPI,CREDIT,02B58DF2,6,6
7/9/2020,4,4528,UPI,CREDIT,EDF30146,7,7
6/25/2020,10,8875,UPI,CREDIT,313AA68B,6,6
5/22/2020,9,4482,UPI,CREDIT,3ECFA993,5,5
1/8/2020,5,6252,UPI,CREDIT,F581A2E5,1,1
6/6/2020,3,2487,UPI,CREDIT,29BEE22E,6,6
6/1/2020,6,9490,UPI,CREDIT,A7857BFE,6,6
3/15/2020,6,8789,UPI,CREDIT,D59C2F99,3,3
4/27/2020,5,2369,UPI,CREDIT,1F276F50,4,4
1/12/2020,4,1912,UPI,CREDIT,F2B34800,1,1
6/16/2020,2,9178,UPI,CREDIT,2652BCD7,6,6
5/18/2020,3,4577,UPI,CREDIT,EE60E0F4,5,5
2/14/2020,7,3304,UPI,CREDIT,E77AB5AB,2,2
2/24/2020,9,1234,UPI,CREDIT,86CC13F2,2,2
7/9/2020,9,822,UPI,CREDIT,D421B994,7,7
5/30/2020,8,6260,UPI,CREDIT,CBC1A33B,5,5
6/7/2020,4,2579,UPI,CREDIT,38DE0F9A,6,6
2/11/2020,6,2805,UPI,CREDIT,8A8A9A55,2,2
5/6/2020,2,6077,UPI,CREDIT,9C3BB420,5,5
3/29/2020,9,1951,UPI,CREDIT,682C15FA,3,3
7/29/2020,10,7337,UPI,CREDIT,5A288817,7,7
6/2/2020,8,9847,UPI,CREDIT,901631AA,6,6
5/8/2020,8,4302,UPI,CREDIT,908A816F,5,5
6/9/2020,10,8749,UPI,CREDIT,29246480,6,6
1/20/2020,10,3466,UPI,CREDIT,2975C1C6,1,1
2/15/2020,9,1801,UPI,CREDIT,8831CCE3,2,2
6/1/2020,9,1050,UPI,CREDIT,8672B919,6,6
7/13/2020,10,8185,UPI,CREDIT,EAA82DF4,7,7
2/9/2020,7,2106,UPI,CREDIT,54A2B205,2,2
6/6/2020,10,327,UPI,CREDIT,FC98A9EA,6,6
6/6/2020,4,8090,UPI,CREDIT,559376C1,6,6
3/25/2020,3,9880,UPI,CREDIT,69597567,3,3
5/20/2020,9,8300,UPI,CREDIT,4278E6ED,5,5
1/12/2020,7,8397,UPI,CREDIT,93940C7C,1,1
6/27/2020,3,3674,UPI,CREDIT,598DAA70,6,6
1/23/2020,10,9505,UPI,CREDIT,7663AA0B,1,1
1/3/2020,2,2462,UPI,CREDIT,FDCA61BA,1,1
2/13/2020,2,2990,UPI,CREDIT,C4DC0B42,2,2
4/8/2020,3,8597,RTGS,CREDIT,1A34F838,4,4
6/18/2020,6,6639,RTGS,CREDIT,0C4CBAA4,6,6
5/14/2020,1,700,RTGS,CREDIT,99FFFDD9,5,5
7/7/2020,7,980,RTGS,CREDIT,D8156DC2,7,7
3/3/2020,4,3036,RTGS,CREDIT,47CC298B,3,3
2/27/2020,2,4442,RTGS,CREDIT,502438A1,2,2
1/6/2020,7,628,RTGS,CREDIT,36DC6B17,1,1
4/11/2020,10,2698,RTGS,CREDIT,3D7E95EB,4,4
1/30/2020,5,6302,RTGS,CREDIT,8B2F2DF5,1,1
1/28/2020,5,6228,RTGS,CREDIT,C6C28E55,1,1
1/31/2020,10,6218,RTGS,CREDIT,FF75B44D,1,1
1/20/2020,5,1846,RTGS,CREDIT,119D7ED8,1,1
4/1/2020,5,8929,RTGS,CREDIT,040CAA42,4,4
6/22/2020,10,8676,RTGS,CREDIT,8A0A4316,6,6
1/24/2020,2,2076,RTGS,CREDIT,3EA758CE,1,1
6/11/2020,2,6270,RTGS,CREDIT,2500C8A6,6,6
1/15/2020,7,9642,RTGS,CREDIT,B1911A91,1,1
3/17/2020,6,6024,RTGS,CREDIT,165D4EB0,3,3
3/2/2020,4,1411,RTGS,CREDIT,E97EF5A6,3,3
4/1/2020,7,2889,RTGS,CREDIT,3165D4FE,4,4
5/24/2020,5,421,RTGS,CREDIT,6C2581F0,5,5
1/24/2020,10,4848,IMPS,CREDIT,5CB87F9F,1,1
7/19/2020,8,4059,IMPS,CREDIT,CE657C21,7,7
2/12/2020,9,2038,IMPS,CREDIT,FDD5F378,2,2
7/10/2020,4,4627,IMPS,CREDIT,8923AB1A,7,7
4/21/2020,7,4837,IMPS,CREDIT,2226EDC3,4,4
7/9/2020,10,9887,IMPS,DEBIT,EE06FC09,7,7
7/26/2020,9,8692,IMPS,DEBIT,138C9DC8,7,7
3/14/2020,8,8031,IMPS,DEBIT,BBA1F8C4,3,3
7/28/2020,8,5689,IMPS,DEBIT,597F808C,7,7
4/8/2020,9,9987,IMPS,DEBIT,613AFBB8,4,4
3/23/2020,7,311,UPI,DEBIT,4DB8C5D5,3,3
